station_complex_id,station_complex,borough,latitude,longitude,nearby_attractions
334,"Clark St (2,3)",Brooklyn,40.697468,-73.99309,"Cadman Plaza Park, Brooklyn War Memorial, Henry Street Ale House, Helipass USA, Squibb Park, Fifty Henry, Metrosails NYC Sailing Tours LLC, Brooklyn Photo Tours, Flora Nails & Spa, St. Ann's Warehouse"
336,"Hoyt St (2,3)",Brooklyn,40.690544,-73.98506,"Nordstrom Rack, Fulton Street Mall, Bargemusic, Macy's, T.J.Maxx, Bad Axe Throwing, House of Wax, Alamo Drafthouse Cinema, Paper and Flowers, City Point"
337,"Nevins St (2,3,4,5)",Brooklyn,40.688248,-73.98049,"Refresh Nail N Spa, Brooklyn Paramount, The Escape Game Brooklyn, DA SPOT NYC, Nordstrom Rack, Fulton Street Mall, Bargemusic, Macy's, City Point, Paper and Flowers"
339,"Bergen St (2,3)",Brooklyn,40.68083,-73.9751,"Shaka Shaka Tiki, Beer Witch, Barclays Center, Bklyn Clay, Chabad Jewish Center Of Prospect Heights West, Camp Broadway, Camp Broadway, Burlington, Zuri's Petite Spa, Museum Of Contemporary African Diasporan Art"
34,53 St (R),Brooklyn,40.64507,-74.01403,"Kenosha Community Sailing Center, Sunset Park Bid, New York Highly Rated Tours, Encores, The Ultimate NYC Secondhand Shopping Experience, Rainbow Playground, Irish Haven Bar, Martin Luther Playground, Tabla Rasa Gallery, NARS Foundation"
340,"Grand Army Plaza (2,3)",Brooklyn,40.675236,-73.97105,"Grand Army Plaza, Pop Icon, Ethan Pettit Gallery, Soldiers' and Sailors' Memorial Arch, Brooklyn Public Library Central Branch, Ethnojunkie, Underhill Walls, Murmrr Theatre, Mount Prospect Park, Eclectic Home"
341,"Eastern Pkwy-Brooklyn Museum (2,3)",Brooklyn,40.671986,-73.96438,"Brooklyn Museum, Brooklyn Botanic Garden, Prospect Park Zoo, Tooker Alley, Doctor Ronald McNair Park, The Shakespeare Garden, Discovery Garden, FiveMyles, Crown Heights Film Festival, Drink"
343,Nostrand Av (3),Brooklyn,40.669846,-73.95046,"Brooklyn Is Real Tours & Co, Marc And Jason's Playground, Lily'blush Body Bar, Geek Sauce Comedy Show, Drink, Boxe Studios, Skateyogi, Crown Heights Film Festival, FiveMyles, Chabad On Campus"
344,Kingston Av (3),Brooklyn,40.6694,-73.94216,"Chabad On Campus, Keter Judaica, Chabad Lubavitch World Headquarters, Jewish Brooklyn, Jewish Children's Museum, Crown Heights, Eber's Liquor & Wine, NYC Fashion Tours, The Bridge And Tunnel Gallery, Debonairs_hands"
345,"Crown Hts-Utica Av (3,4)",Brooklyn,40.668896,-73.932945,"A & R Liquor Store, Debonairs_hands, The Bridge And Tunnel Gallery, Jewish Children's Museum, Jewish Brooklyn, Crown Heights, Keter Judaica, Jewish Tours, Hamilton Metz Field, Chassidic Art Gallery"
346,Sutter Av-Rutland Rd (3),Brooklyn,40.66472,-73.92261,"East Flatbush Children's Playground, Lincoln Terrace Park Tennis Courts, Lincoln Terrace Arthur S Somers Park, Mazol Tov Tours, New Jersey"
347,Saratoga Av (3),Brooklyn,40.661453,-73.91633,Lincoln Terrace Park Tennis Courts
348,Rockaway Av (3),Brooklyn,40.662548,-73.90894,Livonia Park
349,Junius St (3),Brooklyn,40.663513,-73.90245,"Livonia Park, New York International Limousines, VACAYA"
35,"59 St (N,R)",Brooklyn,40.64136,-74.01788,"Irish Haven Bar, Martin Luther Playground, Encores, Rainbow Playground, The Ultimate NYC Secondhand Shopping Experience, Kenosha Community Sailing Center, Sunset Park Bid, New York Highly Rated Tours, Karen Spa, Wei Mei Lin Spa"
350,Pennsylvania Av (3),Brooklyn,40.664635,-73.8949,"New York International Limousines, Livonia Park, VACAYA, Martin Luther King Jr. Playground, Steam Lounge & Spa"
351,Van Siclen Av (3),Brooklyn,40.665447,-73.8894,"Martin Luther King Jr. Playground, VACAYA, New York International Limousines, Linwood Playground, Steam Lounge & Spa"
352,New Lots Av (3),Brooklyn,40.666237,-73.88408,"Steam Lounge & Spa, Linwood Playground, Martin Luther King Jr. Playground"
353,"President St-Medgar Evers College (2,5)",Brooklyn,40.667885,-73.95068,"Marc And Jason's Playground, Lily'blush Body Bar, Geek Sauce Comedy Show, Brooklyn Is Real Tours & Co, Boxe Studios, Skateyogi, Drink, Bar Bayeux, Paw Prints New York, Gallery Particulier"
354,"Sterling St (2,5)",Brooklyn,40.662743,-73.95085,"Bar Bayeux, Paw Prints New York, Gallery Particulier, Dorsey's Fine Art Gallery, Island to Island Brewery, Inspired By Zoe, Lily'blush Body Bar, Marc And Jason's Playground, Geek Sauce Comedy Show, Boxe Studios"
355,"Winthrop St (2,5)",Brooklyn,40.65665,-73.9502,"Bar Bayeux, Dorsey's Fine Art Gallery, Island to Island Brewery, Reverie Garden Studio, Inspired By Zoe, Gallery Particulier, Paw Prints New York, Marc And Jason's Playground, Lily'blush Body Bar, Skateyogi"
356,"Church Av (2,5)",Brooklyn,40.650845,-73.94958,"The Secret Bloom Studio, Barclays Center In Brooklyn, Yoga Block Party, Ohel David & Shlomo, Plentys Paradise, Simple Eyebrow, Kings Theatre, Burlington, Massage Studio34, Reverie Garden Studio"
357,"Beverly Rd (2,5)",Brooklyn,40.6451,-73.94896,"Kani Events Studio, Esthetika Beauty Salon, Plentys Paradise, Ohel David & Shlomo, The Secret Bloom Studio, Barclays Center In Brooklyn, Yoga Block Party, Kings Theatre, Burlington, Massage Studio34"
358,"Newkirk Av-Little Haiti (2,5)",Brooklyn,40.63997,-73.94841,"Kani Events Studio, Mayan Pro, CL Travels, Plentys Paradise, Massage Studio34, Kings Theatre, Burlington"
359,"Flatbush Av-Brooklyn College (2,5)",Brooklyn,40.632835,-73.94764,"Hillel Plaza, Brooklyn Center for the Performing Arts, Target Brooklyn Junction, Dance Fever Studios, BabysDen, Valentine Museum of Art, Amersfort Park, Teachers Choice, The Eighty8th Med Spa, Paerdegat Park"
36,Bay Ridge Av (R),Brooklyn,40.634968,-74.02338,"Eden Hookah, The Leif Bar, Bay Ridge Alpine Cinemas, Wei Mei Lin Spa, Lucky Kosher Tours, Regina Opera Company, Basilica of Our Lady of Perpetual Help, Carecube, Forme Spa, Taiji Royal Spa"
360,Pelham Bay Park (6),Bronx,40.852463,-73.82812,"Catch-a-Ride, Lounge 43, Colucci Playground, Illusions Hookah & Mixology Lounge Inc, Perfect Nail Spa, Pelham Bay Park, The Shamrock Inn"
361,Buhre Av (6),Bronx,40.84681,-73.832565,"The Shamrock Inn, Pelham Bay Park, Third Eye Throwbacks, Perfect Nail Spa, Illusions Hookah & Mixology Lounge Inc, Colucci Playground, Lounge 43, Catch-a-Ride"
362,Middletown Rd (6),Bronx,40.843864,-73.83632,"Third Eye Throwbacks, The Shamrock Inn, Perfect Nail Spa, Tones Spa, Playground, Saint Peter's Episcopal Church, Bufano Park"
363,Westchester Sq-E Tremont Av (6),Bronx,40.839893,-73.84295,"Saint Peter's Episcopal Church, Bufano Park, Bronx Arts, McDermott's Pub, Pink princess Nails Party Boutique"
364,Zerega Av (6),Bronx,40.836487,-73.84704,"Saint Peter's Episcopal Church, Castle Hill Playground, Ink Stunts Studio, Bronx Arts, Pink princess Nails Party Boutique, McDermott's Pub"
365,Castle Hill Av (6),Bronx,40.834255,-73.85122,"Castle Hill Playground, Saint Peter's Episcopal Church, Haviland Playground, Ink Stunts Studio, Marshalls, Jazz Secret, The Playroom NYC"
366,Parkchester (6),Bronx,40.833225,-73.86082,"Commonwealth Community Baptist Church, Jazz Secret, Marshalls, Macy's, The Playroom NYC, Haviland Playground, Castle Hill Playground"
367,St Lawrence Av (6),Bronx,40.83151,-73.867615,"Commonwealth Community Baptist Church, Star Billiards, Macy's, Jazz Secret, Marshalls, The Playroom NYC, Noble Playground, Haviland Playground, Parque De Los Ninos"
368,Morrison Av-Soundview (6),Bronx,40.82952,-73.87452,"Star Billiards, Bronx River Alliance, Commonwealth Community Baptist Church, Starlight Park, Parque De Los Ninos, Colgate Close Park"
369,Elder Av (6),Bronx,40.828583,-73.87916,"Parque De Los Ninos, Tequila Y Mezcal Night Club, Longfellow Playground, Colgate Close Park, Lyons Square Playground, Daniel Boone Playground, Star Billiards, Bronx River Alliance, Starlight Park, Rock Garden Park"
37,77 St (R),Brooklyn,40.62974,-74.02551,"Harp Bar Brooklyn, Brooklyn Women's Beauty, La Beauty Spa, Great Hall Balcony Bar, Cozy Wellness Beauty Spa, Manhattan Laser Spa - Brooklyn, TeamON - Team Building online, Body & Brain Bay Ridge Yoga Tai Chi, Status Q Bar and Billiards, Brooklyn Pet Supply"
370,Whitlock Av (6),Bronx,40.826527,-73.886284,"Longfellow Playground, Bryant Triangle, Tequila Y Mezcal Night Club, Colgate Close Park, Lyons Square Playground, Hoe Garden, Short and Sweet Solutions, Field of Dreams Park, Tiffany Playground, Southern Department Store, inc"
371,Hunts Point Av (6),Bronx,40.82095,-73.89055,"Hoe Garden, Short and Sweet Solutions, The Boogie Down Grind Cafe, Lyons Square Playground, Colgate Close Park, Bryant Triangle, Longfellow Playground, Tequila Y Mezcal Night Club, Southern Department Store, inc, Letty's Beauty Spa"
372,Longwood Av (6),Bronx,40.816105,-73.89644,"Julio Carballo Field, Bronxartspace, Barretto Park, St. Anselm's Church, Fox Playground, Father Gigante Plaza, Southern Department Store, inc, Letty's Beauty Spa, Thessalonia Worship Center, The Boogie Down Grind Cafe"
373,E 149 St (6),Bronx,40.81212,-73.9041,"I-am-park, Fox Playground, St. Anselm's Church, Captain Rivera Playground"
374,E 143 St-St Mary's St (6),Bronx,40.80872,-73.90765,"I-am-park, The Bronx Brewery, Sluggers Baseball Academy, New York City Parks & Recreation, People's Park, Primitive Art & Decoration, Millbrook Playground, Fox Playground"
375,Cypress Av (6),Bronx,40.805367,-73.91404,"Millbrook Playground, Primitive Art & Decoration, New York City Parks & Recreation, People's Park, Brook Park, Sluggers Baseball Academy, The Bronx Brewery, I-am-park, Ranaqua Playground, Willis Playground"
376,Brook Av (6),Bronx,40.807568,-73.91924,"Primitive Art & Decoration, Brook Park, New York City Parks & Recreation, People's Park, Millbrook Playground, Sluggers Baseball Academy, I-am-park, The Bronx Brewery, Ranaqua Playground, All-Boro Estate Liquidation"
377,3 Av-138 St (6),Bronx,40.810474,-73.92614,"Silver Hill Arts, Alquimia Integrative Healing, Scott Bleu Studios, Longwood Art Gallery at Hostos, The Keylin Experience, En Foco Inc, Willis Playground, Aaa3a, The Moth, Kuchuplum"
378,Woodlawn (4),Bronx,40.886036,-73.87875,"Mosholu Golf Course, Van Cortlandt Golf Course, Sachkerah Woods Playground, Perfect Brows NYC"
379,Mosholu Pkwy (4),Bronx,40.87975,-73.88466,"Kossuth Playground, Salud Holistic SPA, Perfect Brows NYC, Sachkerah Woods Playground, Harris Park, Lehman Center for the Performing Arts, Museum of Bronx History and Historical Society, Valentine-Varian House, Williamsbridge Oval, Fancy Nail & Spa"
38,86 St (R),Brooklyn,40.62269,-74.0284,"Five Star Wellness Center, Harbor Fitness, Brooklyn Pet Supply, Brooklyn Pet Supply, Spa Secret, Art Fun Studio, New York Cab & Livery Tours, Picnicity, Brooklyn Women's Beauty, La Beauty Spa"
380,Bedford Park Blvd-Lehman College (4),Bronx,40.873413,-73.89006,"Washington's Walk, Lehman Center for the Performing Arts, Blue Peacock Esthetic Spa, Harris Park, Kossuth Playground, Loco Hot Deals, Webster Avenue Community Playground"
381,Kingsbridge Rd (4),Bronx,40.86776,-73.89717,"Loco Hot Deals, Park, Burlington, Marshalls, Edgar Allan Poe Cottage, Target, Bryan Park, Burlington, Cee & Cee Department Store, Rose Hill Park"
382,Fordham Rd (4),Bronx,40.862804,-73.90103,"Real Tours NYC - Day Tours, Disco Sonido El AGUILA, Devoe Park, Slattery Playground, Raw Gallery Nyc, Hall of Fame for Great Americans, Grand Playground, Gould Memorial Library, Marshalls, Burlington"
383,183 St (4),Bronx,40.858406,-73.90388,"Hall of Fame for Great Americans, Grand Playground, Gould Memorial Library, Empanadas Monumental, Slattery Playground, Raw Gallery Nyc, Real Tours NYC - Day Tours, Devoe Park, Park Avenue Thorpe, Marshalls"
384,Burnside Av (4),Bronx,40.853455,-73.907684,"Devanney Triangle, Echo Triangle, Central Jet Charter Inc., Morton Playground, O'brien Oval, Gould Memorial Library, Grand Playground, Empanadas Monumental, Hall of Fame for Great Americans, Raw Gallery Nyc"
385,176 St (4),Bronx,40.84848,-73.9118,"Cleopatra Playground, Half Nelson Playground, Cosita Spa, Crystal-Lization, Extreme Department Store, Morton Playground, Echo Triangle, Devanney Triangle, Barry Plaza, Empanadas Monumental"
386,Mt Eden Av (4),Bronx,40.844433,-73.91469,"Extreme Department Store, Cosita Spa, Crystal-Lization, Half Nelson Playground, Face Boutique Laser Spa, Morton Playground, Echo Triangle, Little Claremont Playground, Hat Heaven"
387,170 St (4),Bronx,40.840076,-73.91779,"Hat Heaven, Grant Park, Askari Tours, Joker Stairs, Nelson Playground, Mullaly Park, Extreme Department Store, Cosita Spa, Crystal-Lization, Half Nelson Playground"
388,167 St (4),Bronx,40.835537,-73.9214,"Hat Heaven, Grant Park, Askari Tours, Bronx Museum of the Arts, Joker Stairs, Nelson Playground, Mullaly Park, Yankee Stadium, Hard Rock Cafe Yankee Stadium, NYC Up Close Walking Tours LLC"
39,Bay Ridge-95 St (R),Brooklyn,40.616623,-74.030876,"Harbor Fitness, Five Star Wellness Center, Art Fun Studio, New York Cab & Livery Tours, Picnicity, Spa Secret, Brooklyn Pet Supply, Brooklyn Pet Supply, Brooklyn Women's Beauty, La Beauty Spa"
391,"138 St-Grand Concourse (4,5)",Bronx,40.813225,-73.92985,"The Keylin Experience, En Foco Inc, Scott Bleu Studios, Alquimia Integrative Healing, Longwood Art Gallery at Hostos, Silver Hill Arts, Aaa3a, Willis Playground, The Moth, Kuchuplum"
392,"125 St (4,5,6)",Manhattan,40.80414,-73.93759,"Othmar Ammann Playground, J Department Store, Harlem Repertory Theatre, Saint Luke Baptist Church, Tigris & Euphrates, Razeup Smash Therapy, David Richard Gallery, P S 155 Playground, Diamante Garden, I'm Walkin' Here!"
393,116 St (6),Manhattan,40.79863,-73.94162,"Salir Bella Beauty Salon, Park Avenue, The Governors Ball Music Festival, American Outlet, Elmendorf Reformed Church, Uplift Spa, Spa Fiesta, Nygotours, Lorenz Dance Studio-Manhattan, French'Encas"
394,110 St (6),Manhattan,40.79502,-73.94425,"JVS Project Space, Poor Richard's Playground, Eyebrow Threading Spas, Lexington Gardens, Park Deli, Bond Street Dojo, Julio Valdez Studio, LLC, White Playground, Dayann nail spa, Logui Projects"
395,103 St (6),Manhattan,40.7906,-73.94748,"Rosenthal Wine Merchant, 718 Car Lease, The New York Mosque, Spa Fiesta, El Barrio's Artspace PS109, Spa Fiesta, Julia de Burgos Art Center, Dayann nail spa, Logui Projects, White Playground"
396,96 St (6),Manhattan,40.78567,-73.95107,"Corner Bookstore, Bloomie Nails & Spa, The Jewish Museum, Sound Flower Life, St. Francis de Sales Church, Sunday Massage, Samuel Seabury Playground, Monterey Plaza, Second Avenue Subway, Mae Grant Playground"
397,"86 St (4,5,6)",Manhattan,40.77949,-73.95559,"Coiffure Me, Carl Schurz Park, New York Cardiac Diagnostic Center, Park Avenue United Methodist Church, Lewis G Morris House, Park Avenue Christian Church, Cameron Veteran's Memorial Golf Course, Deep Blue Med Spa, Central Park Coaching, Blue Tree"
398,77 St (6),Manhattan,40.77362,-73.95988,"Nerd Herd Tours, Walking Tours Manhattan, Questroyal Fine Art, John Jay Park, Janet Lehr Fine Arts Gallery, KLARA Beauty Lab, Ursus Books and Gallery, Mnuchin Gallery, Navin Kumar Gallery, Joan B. Mirviss LTD"
399,68 St-Hunter College (6),Manhattan,40.768143,-73.96387,"Paper Bag Players, Salon Art + Design, Park Avenue Armory, Leubsdorf Gallery, Utopia Spa, Bluemercury, Vineyard Vines NYC, Anita Shapolsky Gallery, The Dairy Visitor Center and Gift Shop, I Love Spa"
4,"Broadway (N,W)",Queens,40.76182,-73.92551,"Break Bar and Billiards, Diamond Works Medspa, Lockwood Paper, Lockwood Hone And Gifts, Lockwood Style, La Sala, Relax Spa, Ravenswood Playground, Queensview Playground, Astoria Wine and Spirits"
403,33 St (6),Manhattan,40.746082,-73.98208,"The Film-makers' Cooperative, Rock Junket, Nina's European Day Spa & Laser Center, Oasis Day Spa, Galerie Philia - New York Design Center, Another World, Gallery35, Pasteur Pharmacy, J'aime European Waxing & Skin Care, CoolSculpting Center of NYC"
404,28 St (6),Manhattan,40.74307,-73.98426,"NYC Wheelchair Transportation, Park Avenue Country Club, The Churchill, PACHA TOURS, America’s Holistic Doctor, Asia Tui-Na Wholeness, Eureka Body Care & Spa, Renewal, Pinky Threading Salon, SHOCKra Studio"
405,23 St (6),Manhattan,40.739864,-73.9866,"Pen and Brush, New York Portal, Metropolitan Life Insurance Tower, Vanity, Above All Cruises, Holos NYC, QQ Nail Spa, Omni Wellness, Society Billiards + Bar, Flatiron Wines & Spirits"
407,Astor Pl (6),Manhattan,40.730053,-73.99107,"Empire Pub Crawl, VideoGamesNewYork, CityRover Walks NY, Titanic Walking Tour With Dave Gardner, The Public Theater, Joe's Pub, DieFirma, Albert's Garden, Sebastian Brecht Obsessive Chocolate Disorder, Rivington Guitars"
409,Spring St (6),Manhattan,40.7223,-73.99714,"The Vaporium, Slinky Vagabond, Malia Mills, Tracy Feith, Storefront for Art and Architecture, Barber's Blueprint, Little Moony, DeSalvio Playground, Scott's Pizza Tours, Inkerman"
41,"7 Av (B,Q)",Brooklyn,40.67705,-73.97237,"Ocean's 8 Billiards, Nyc Pedicab Tour, Bagel Pub, 167 Lincoln Place Spa, Venelle Salon & Spa, Phyllis Stigliano Art Projects, The Knowse, Congregation Beth Elohim, Union Beauty, MyssTic Rooms"
413,"Wall St (4,5)",Manhattan,40.707558,-74.01186,"Sidewalks of NY Food Truck Tours, BoatrideNYC, Jewish Learning Experience, Greenwich St. Jewelers, History Hunters Historic Bar Scavenger Hunt, Immortelle Therapy, Agudath Israel Of America, Prestige Health and Wellness, Charging Bull (Wall Street Bull), Mad Men Cocktails Tour"
414,"Bowling Green (4,5)",Manhattan,40.70482,-74.01407,"United States Custom House, Attractions4Us New York City, Battery Park, Crazy Dash of New York, Operation City Quest Scavenger Hunts, City Rambler, Jw Nail Studio, Cunard Building, Back in Time Walking Tours, SANDEMANs NEW Europe - New York"
416,Wakefield-241 St (2),Bronx,40.903126,-73.85062,"Lushiz Spa, Seamoss4thebody, HydRate MedBar LLC, The Fire Factory, Elevate Cannabis Dispensary"
417,"Nereid Av (2,5)",Bronx,40.89838,-73.85438,"HydRate MedBar LLC, Lushiz Spa, The Fire Factory, Muskrat Cove, McLean Wholesale Beverage"
418,"233 St (2,5)",Bronx,40.893192,-73.857475,"The Fire Factory, Muskrat Cove, HydRate MedBar LLC, Bibilis Wellness Center, Woodlawn Cemetery"
419,"225 St (2,5)",Bronx,40.888023,-73.860344,Bibilis Wellness Center
42,"Prospect Park (B,Q,S)",Brooklyn,40.661613,-73.96225,"GaiaNomaya, Prospect Park Boathouse, Molas Boutique Spa, Bienestar Bodywork, The Amulet Fairy, Lefferts Homestead, Discovery Garden, The Shakespeare Garden, Brooklyn Botanic Garden, Prospect Park Zoo"
420,"219 St (2,5)",Bronx,40.883896,-73.86263,"Agnes Haywood Playground, Bibilis Wellness Center"
421,"Gun Hill Rd (2,5)",Bronx,40.87785,-73.86626,"Agnes Haywood Playground, The spot"
422,"Burke Av (2,5)",Bronx,40.871357,-73.867165,"The MJ Treatment, Parkside Playground, Graffiti Universe"
423,"Allerton Av (2,5)",Bronx,40.865463,-73.867355,"Parkside Playground, The MJ Treatment, Graffiti Universe, Our Lady of Lourdes Grotto, Mazzei Playground"
424,"Pelham Pkwy (2,5)",Bronx,40.857193,-73.867615,"Finer Beauty Spa, Bronx House, Our Lady of Lourdes Grotto, Mazzei Playground, Bronx Zoo, Bronxdale Manor"
425,"Bronx Park East (2,5)",Bronx,40.848827,-73.868454,"City Of NY Parks & Recreations, Matthews Muliner Playground, Perfection Laser &, Bronx Zoo, Bronxdale Manor, Lotus Lounge, Hina, Finer Beauty Spa"
426,"E 180 St (2,5)",Bronx,40.841892,-73.87349,"West Farms Rapids, Lotus Lounge, City Of NY Parks & Recreations, Noble Playground"
427,"West Farms Sq-E Tremont Av (2,5)",Bronx,40.840294,-73.88005,"Noble Playground, Eae J Mitchell Park, Starlight Park, Rock Garden Park, T.J.Maxx, T.j.maxx, Crotona Park, Statis Cannabis Co., Mapes Ballfield, West Farms Rapids"
428,"174 St (2,5)",Bronx,40.837288,-73.88773,"Eae J Mitchell Park, T.J.Maxx, T.j.maxx, Rock Garden Park, Starlight Park, Bronx River Alliance, Statis Cannabis Co., Mapes Ballfield, Crotona Park, Arthur Apartments"
429,"Freeman St (2,5)",Bronx,40.829994,-73.89187,"Daniel Boone Playground, Bronx River Alliance, T.J.Maxx, T.j.maxx, Rock Garden Park, Starlight Park, Eae J Mitchell Park, Field of Dreams Park, Rev J Polite Playground, Tiffany Playground"
43,Parkside Av (Q),Brooklyn,40.655293,-73.961494,"Spice Social Kitchen & Table, Detective Dillon Stewart Playground, Uncle Nat's Sugaring Brooklyn, El Jeffe Park, Jenkins Johnson Gallery, LeFrak Center at Lakeside, Smorgasburg-Prospect Park, 275 Park BK, Flatbush Avenue, Sweet N Sultry Studio"
430,"Simpson St (2,5)",Bronx,40.824074,-73.89307,"Tiffany Playground, Behagen Playground, Rev J Polite Playground, Field of Dreams Park, Thessalonia Worship Center, Southern Department Store, inc, Letty's Beauty Spa, Father Gigante Plaza, Lyons Square Playground, Hoe Garden"
431,"Intervale Av (2,5)",Bronx,40.82218,-73.896736,"Tiffany Playground, Behagen Playground, Rev J Polite Playground, Field of Dreams Park, Thessalonia Worship Center, Letty's Beauty Spa, Southern Department Store, inc, Father Gigante Plaza, Hoe Garden, The Boogie Down Grind Cafe"
432,"Prospect Av (2,5)",Bronx,40.819584,-73.90177,"Father Gigante Plaza, Letty's Beauty Spa, Captain Rivera Playground, Thessalonia Worship Center, Tiffany Playground, Behagen Playground, Field of Dreams Park, Hilton White Playground, Union Rincoena Inc, St. Anselm's Church"
433,"Jackson Av (2,5)",Bronx,40.81649,-73.90781,"St. Anselm's Church, Fox Playground, I-am-park, New York City Parks & Recreation, People's Park, Marshalls, Captain Rivera Playground, Burlington, Flynn Playground, Thessalonia Worship Center"
434,"3 Av-149 St (2,5)",Bronx,40.81611,-73.917755,"Roberto Clemente Plaza, New York City Parks & Recreation, People's Park, Brook Park, I-am-park, Bronx Documentary Center, Burlington, Marshalls, Melrose Playground, Flynn Playground"
436,Harlem-148 St (3),Manhattan,40.82388,-73.93647,"Rucker Park Streetball, Colonel Charles Young Triangle, Target Bronx Terminal, LaDiDa Bike Tours, The Hip Hop Museum, 369 Historical Society, Cathedral Church of St. Thomas the Apostle, Jackie Robinson Park, Church of St Charles Borromeo, Abyssinian Tot Lot"
437,145 St (3),Manhattan,40.82042,-73.93625,"369 Historical Society, The Hip Hop Museum, Cathedral Church of St. Thomas the Apostle, LaDiDa Bike Tours, Target Bronx Terminal, Colonel Charles Young Triangle, Church of St Charles Borromeo, Jackie Robinson Park, Abyssinian Tot Lot, Harlem Cultural Archives"
438,"135 St (2,3)",Manhattan,40.814228,-73.94077,"Courtney Callender Playground, 449 L.A. Scat, Schomburg Center for Research in Black Culture, Universal Tour Group USA, Abyssinian Baptist Church, Mother African Methodist Episcopal Zion Church, Greater Central Baptist Church, Lewis H. Latimer House Museum, Harlem Cultural Archives, Kelly Temple Church Of God In Christ"
439,"125 St (2,3)",Manhattan,40.807755,-73.945496,"Marshalls, Long Gallery Harlem, Welcome to Harlem, The Corner Social, Dempsey Theater, The Studio Museum in Harlem, Greater Refuge Temple, Harlem Bazaar, T.J.Maxx, Unity Park"
44,"Church Av (B,Q)",Brooklyn,40.650528,-73.96298,"Magic Journey Spa, Holy Innocents Roman Catholic Church, Custom NYC Tours, Beth Shalom V'emeth Reform Temple, Target, Simple Eyebrow, St. Mark's United Methodist Church, Burlington, Kings Theatre, Massage Studio34"
440,"116 St (2,3)",Manhattan,40.802097,-73.94962,"Harlem Heritage Tours, Malcolm Shabazz Harlem Market, Painting Lounge, Doree Nails & Spa, Bethel Gospel Assembly, Spa Fiesta, Masjid Malcolm Shabazz Mosque, Canaan Baptist Church of Christ, Memorial Baptist Church, The Memorial Gospel Singers of Harlem"
441,"Central Park North (110 St) (2,3)",Manhattan,40.799076,-73.95182,"Harlem Meer, Unlimited Biking, 111 Central Park North, Escapely, Mount Neboh Baptist Church - Harlem, Memorial Baptist Church, The Memorial Gospel Singers of Harlem, Canaan Baptist Church of Christ, Masjid Malcolm Shabazz Mosque, Spa Fiesta"
442,Eastchester-Dyre Av (5),Bronx,40.8883,-73.83083,"Seton Falls Park, St. Paul's Church National Historic Site"
443,Baychester Av (5),Bronx,40.878662,-73.83859,"Haffen Park, Edenwald Playground, Adventures by Amy"
444,Gun Hill Rd (5),Bronx,40.869526,-73.84638,"Eastchester Playground, Gun Post Lanes, Andrea Beauty Studio, Gun Hill Brewing Company, Kingdom Royale Face N Body Spa, World Estimating, Angelo Campanaro Playground, Haffen Park"
445,Pelham Pkwy (5),Bronx,40.858986,-73.85536,"Andrea Beauty Studio, Mazzei Playground, Bronx House, Finer Beauty Spa, Our Lady of Lourdes Grotto, Cozy Massage & Facial, Brilliant Renovation Llc, A. Maks Aesthetics Med Spa"
446,Morris Park (5),Bronx,40.854362,-73.8605,"Bronx House, Finer Beauty Spa, Bronxdale Manor, Cozy Massage & Facial, Brilliant Renovation Llc, A. Maks Aesthetics Med Spa, Morris Park Cuts, Mint Dreams Spa, Loreto Playground"
447,Flushing-Main St (7),Queens,40.7596,-73.83003,"New World Mall, Lotus Tours, Ltd., LLL INTERNATIONAL TRAVEL, Gotcha Ny, Queens Crossing, Queens Crossing Art Gallery, Macy's, Rose Room SPA, Cici Beauty Spa, Dr. Bronfman Beauty"
448,Mets-Willets Point (7),Queens,40.754623,-73.84563,"Hello Panda Festival, Hinton Park, Citi Field, Totem, Unisphere, World Ice Arena, Flushing Meadows Corona Park Pool & Rink, Flushing Meadows Golf Center, Arthur Ashe Stadium, USTA Billie Jean King National Tennis Center"
449,111 St (7),Queens,40.75173,-73.85533,"Totem, Arthur Ashe Stadium, US Open, Corona Golf Playground, Clowning Around Tours, The Joha's Spa, Angela Laser, Louis Armstrong House Museum, Hinton Park, Hello Panda Festival"
45,Beverley Rd (Q),Brooklyn,40.64403,-73.96449,"Beth Shalom V'emeth Reform Temple, Custom NYC Tours, Ditmas Park, Spread Love Tours, Lieutenant Federico Narvaez Tot Lot, Holy Innocents Roman Catholic Church, Magic Journey Spa, St. Mark's United Methodist Church, Massage Studio34, Burlington"
450,103 St-Corona Plaza (7),Queens,40.749866,-73.8627,"Corona Golf Playground, Clowning Around Tours, The Joha's Spa, Angela Laser, Aashuq Shaafay Etheric Spa, Delta Sky Club LaGuardia Airport, Sunrise Spa, Sunflower Spa Massage, Baretouche Body Aesthetics, Rainbow S&A Nails Spa"
451,Junction Blvd (7),Queens,40.749146,-73.86953,"Divino Wines & Spirits, Los Chiles Bar & Restaurant, Tours 4 Teens, New York, Playground Ninety, Aashuq Shaafay Etheric Spa, Angela Laser, The Joha's Spa, Sunrise Spa, Sunflower Spa Massage"
452,90 St-Elmhurst Av (7),Queens,40.74841,-73.87661,"Divino Wines & Spirits, Hombres Lounge, Tours 4 Teens, New York, Playground Ninety, Marias Skin Care Clinic, Franciscovidal-studio, Travers Park, Vea NY Tours - Gerardo Giraldos, Jackson Heights Art Club Inc"
